timestamp,Susceptible,Diagnosed,Infected,Ailing,Recognized,Healed,Threatened,Extinct
78.0,0.1335000372230287,0.0045062943873193885,0.0014845076181162653,0.0005574377651170446,0.16698513755172284,0.46600522397016797,0.17858873169791606,0.04837264645327457
78.63906835277726,0.1332494506704867,0.00422208227204877,0.0014281601784976719,0.0005326754859185577,0.16282599470033327,0.4698680794996742,0.17836031852588155,0.049513255333822156
78.63906835277726,0.1332494506704867,0.00422208227204877,0.0014281601784976719,0.0005326754859185577,0.16282599470033327,0.4698680794996742,0.17836031852588155,0.049513255333822156
79.0,0.13311152418231778,0.004071337306385259,0.0013977734624440062,0.0005195269806170045,0.16051607091281467,0.47202541613019156,0.178201633695521,0.05015673399637159
80.0,0.1327423765990301,0.0036872764566324404,0.0013186716797033557,0.00048582559934828477,0.15426275987456414,0.477912217019956,0.17765474469350706,0.051936144743921484
81.0,0.1323913751283601,0.003347782651314854,0.001246413969297849,0.00045561051270837745,0.1482227854390462,0.4836685399555294,0.17695817726897617,0.05370933174142996
82.0,0.1320573742759536,0.003047299575179055,0.0011801976293064824,0.00042832787821080935,0.1423931153590101,0.4892972025781256,0.17612165403676355,0.0554748453341137
83.0,0.13173929827032746,0.0027809209645914233,0.001119221899222656,0.0004035551458493506,0.13677024960280992,0.4948009382587058,0.17515450208163494,0.057231330443521335
84.0,0.1314361410628694,0.002544390607538161,0.0010626879599541722,0.0003810010580980137,0.13135022035440452,0.5001823960979787,0.1740656529582865,0.05897752656753347
84.208896492636,0.13137460800664286,0.002498401879902489,0.001051364948774444,0.0003765524440182027,0.1302432030578636,0.5012913640978166,0.17382363071439963,0.059340891517245
84.208896492636,0.13137460800664286,0.002498401879902489,0.001051364948774444,0.0003765524440182027,0.1302432030578636,0.5012913640978166,0.17382363071439963,0.059340891517245
85.0,0.13114699359276175,0.002334003946569858,0.0010099157842932691,0.0003604360948218492,0.1261285894185014,0.5054441362966571,0.17286367903838068,0.06071226249467692
86.0,0.13087111159906462,0.0021464748427595325,0.0009606348298035016,0.0003415209781463402,0.12110034038295996,0.5105886073635593,0.17155687887297144,0.06243444779739822
87.0,0.1306077969190953,0.0019790307765419277,0.0009145637913516338,0.0003240065112605426,0.11626018157401492,0.5156181881199878,0.1701531722901519,0.06414307668425877
88.0,0.13035638522699547,0.0018291934632024846,0.0008714053160588047,0.0003077086378933452,0.11160278090283952,0.5205352101090897,0.1686601164359472,0.06583721657463636
89.0,0.13011624693187124,0.001694772318114246,0.0008308503472437478,0.0002925055550506068,0.10712276871150725,0.5253419577100735,0.1670849073349048,0.06751600775789739
90.0,0.12988678717779312,0.0015738644567378523,0.0007925781244227914,0.00027833771301515536,0.10281473777299166,0.5300406681382108,0.1654343798900944,0.06917866339339696
90.0,0.12988678717779312,0.0015738644567378523,0.0007925781244227914,0.00027833771301515536,0.10281473777299166,0.5300406681382108,0.1654343798900944,0.06917866339339696
